vid,video_path,audio_path,bbox,asr,caption
26cKgHGPL38_1920x1080_full_video_011_A,videos/26cKgHGPL38_1920x1080_full_video_011.mp4,audios/26cKgHGPL38_1920x1080_full_video_011.wav,"0,0,1,1"," life insurance, Polly, which the irony there is before Eric's death, he felt like something was wrong and took her off of it, so she's really not doing well.","The person in the video initially places their left hand in front of them, then gradually raises it with fingers spread out, as if emphasizing a point or explaining something. Following this, they lower their hand with palms facing up, seemingly making a concluding gesture. Throughout the process, his movements are smooth and rhythmic, indicating confidence and enthusiasm in his expression. The person says, <S> life insurance, Polly, which the irony there is before Eric's death, he felt like something was wrong and took her off of it, so she's really not doing well.<E> <AUDCAP>A male speaker with a medium-low pitch and a neutral American accent speaks at a normal, clear rate. His prosody features moderate stress and a conversational, relatively even rhythm with slight rises at clause endings. His tone is informative and emotionally neutral, conveying a factual account. The voice has a slightly muffled quality, possibly due to microphone placement or recording conditions.<ENDAUDCAP>
"
26-RhL0R-Wg_1920x1080_full_video_423_B,videos/26-RhL0R-Wg_1920x1080_full_video_423.mp4,audios/26-RhL0R-Wg_1920x1080_full_video_423.wav,"0,0,1,1"," Hey Charlene, how's it going? You're like, hey, pose. And he's like.","The person in the video has their left hand naturally hanging down while raising their right hand, with fingers spread out, making a gesture. This gesture appears to be emphasizing a point or expressing an emotion. Subsequently, his right hand lowers and returns to its original position. Throughout the process, his body remains relatively still, with only the hand movements being more noticeable. The person says, <S> Hey Charlene, how's it going? You're like, hey, pose. And he's like.<E> <AUDCAP>The speaker is an adult male, likely middle-aged, with a moderate-paced, conversational prosody. His accent is American English, with standard diction and neutral intonation. Characterized by a medium-low pitch and flexible, natural intonation patterns, his voice has a relaxed, informal tone as he recounts dialogue. The acoustic environment is quiet, with clear audio focused solely on his speech. Speech rate is moderate, with a rhythmic fluctuation. Emotion is neutral, presenting as a casual storytelling manner without notable emotional coloring.<ENDAUDCAP>
"
2AE0tMvL-aM_1920x1080_full_video_043_B,videos/2AE0tMvL-aM_1920x1080_full_video_043.mp4,audios/2AE0tMvL-aM_1920x1080_full_video_043.wav,"0,0,1,1"," Every look I give someone looks evil. And some of that is just because you know what you didn't then. And some of it, though, was because Jordan and I worked really hard on that.","The person in the video is sitting on a sofa with both hands naturally placed on their lap. She then raises her right hand, gently bending her fingers as if emphasizing a point. After that, she lowers her right hand and begins to make a series of gestures with her left hand, starting with her palm facing up, followed by gently bending her fingers, seemingly explaining or describing something. Finally, she lowers her left hand as well, placing both hands back naturally on her lap. Throughout the process, her movements are smooth and rhythmic, indicating that she is engaged in a detailed explanation or discussion. The person says, <S> Every look I give someone looks evil. And some of that is just because you know what you didn't then. And some of it, though, was because Jordan and I worked really hard on that.<E> <AUDCAP>A young adult female with a North American accent speaks in a high-pitched, expressive voice. Her prosody features varied intonation and rhythmic cadence, with clear stress on emotionally highlighted words. She speaks at a normal, conversational pace. The tone is lighthearted and amused, evident from the laugh at the start and playful emphasis in her delivery. Her emotion appears positive and engaging, suggesting confidence and comfort.<ENDAUDCAP>
"
26-RhL0R-Wg_1920x1080_full_video_272_B,videos/26-RhL0R-Wg_1920x1080_full_video_272.mp4,audios/26-RhL0R-Wg_1920x1080_full_video_272.wav,"0,0,1,1"," So I was so confident in this. I was like, I, this is genius. I really felt like this is one of my greatest achievements in life. The one thing I loved about California is it has a very sticky,","The person in the video raises his right arm slightly while speaking, with the arm naturally bent and the hand positioned in front of his body. His left hand remains by his side, fingers relaxed. As the conversation progresses, his head subtly turns to the left, eyes looking towards the left, as if responding or focusing on a particular topic. The person says, <S> So I was so confident in this. I was like, I, this is genius. I really felt like this is one of my greatest achievements in life. The one thing I loved about California is it has a very sticky,<E> <AUDCAP>The speaker is a male with a North American accent, likely middle-aged, with a medium-low pitch. His prosody is animated, using varied pitch and stress for emphasis, particularly on words like ""genius"" and ""greatest."" The emotion conveyed is highly confident and enthusiastic. He speaks at a normal conversational pace, occasionally hesitating slightly with fillers like ""so"" and ""um.""<ENDAUDCAP>
"
269Ojfg5xMs_1280x720_full_video_043_B,videos/269Ojfg5xMs_1280x720_full_video_043.mp4,audios/269Ojfg5xMs_1280x720_full_video_043.wav,"0,0,1,1"," Bands I loved, I loved The Adverts, now almost completely forgotten, represented mostly by a gentleman named TV Smith. But I thought The Adverts, who were the first, were the best.","The person in the video is seated on a chair with both hands resting on their knees, and they have a watch on their left wrist. Initially, his right hand rests on his left hand, then he slightly lifts his right hand, spreading his fingers as if to explain or emphasize something. Subsequently, his right hand returns to rest on his left hand, and both hands come together again. Throughout the entire process, his body remains relatively still, with only the hand movements being more noticeable. The person says, <S> Bands I loved, I loved The Adverts, now almost completely forgotten, represented mostly by a gentleman named TV Smith. But I thought The Adverts, who were the first, were the best.<E> <AUDCAP>A male speaker, likely middle-aged, with a standard British accent, speaks in a measured, reflective tone. His pitch is medium-low and his prosody is relatively flat and even, without strong emotional inflection. He speaks at a normal, unhurried pace. The overall effect is calm and conversational, as if giving examples during a recount or explanation.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_219_A,videos/29n0WG317tM_1920x1080_full_video_219.mp4,audios/29n0WG317tM_1920x1080_full_video_219.wav,"0,0,1,1"," It was essentially three rings, a blue ring, a red ring, and a blue ring in the center. Perhaps it was the other way around. Excuse me.","The person in the video is seated behind a table, facing the camera. His right hand is moving in the air with fingers spread out, seemingly emphasizing a point or explaining a concept. His left hand rests on the table with the palm facing up and fingers slightly curved. He then lowers his right hand and raises his left hand, gently touching it, as if he is thinking or preparing for the next action. Following this, he again lowers his left hand and raises his right hand, with fingers spread out, continuing to gesture. Throughout the process, his movements are smooth and rhythmic, indicating that he is actively engaging with the audience. The person says, <S> It was essentially three rings, a blue ring, a red ring, and a blue ring in the center. Perhaps it was the other way around. Excuse me.<E> <AUDCAP>The speaker is a male with a medium-low pitch and a neutral American accent. His speech is medium-paced and delivered in a conversational tone with moderate intonation. He sounds thoughtful and somewhat uncertain, pausing to rephrase (""Excuse me""). The prosody is fairly flat, lacking strong emotion, suggesting the description of a technical or visual subject.<ENDAUDCAP>
"
2AQZtgHakvY_1920x1080_full_video_052_A,videos/2AQZtgHakvY_1920x1080_full_video_052.mp4,audios/2AQZtgHakvY_1920x1080_full_video_052.wav,"0,0,1,1"," Maybe you thought your chin was real solid because you can hang. Maybe you've never faced a fighter like this before. So have a little bit of paranoia. Be a little bit more paranoid because crap's going to hit the fan, but this is going to","The person in the video initially clenches both fists, then slowly lowers them. Next, they spread their hands apart with fingers slightly curved, as if emphasizing a point or explaining something. He then clenches his fists again, this time with more force, possibly expressing a firm attitude or determination. Finally, he spreads his hands apart once more, with fingers fully extended, seemingly making a concluding gesture. Throughout the process, his movements are smooth and rhythmic, indicating that he is giving a speech or presentation. The person says, <S> Maybe you thought your chin was real solid because you can hang. Maybe you've never faced a fighter like this before. So have a little bit of paranoia. Be a little bit more paranoid because crap's going to hit the fan, but this is going to<E> <AUDCAP>A male speaker, likely middle-aged, with a low-pitched, slightly gravelly voice and a North American accent, speaks in a serious, cautionary tone. His prosody is insistent, with mid-range intonation and deliberate pacing. He uses stressed emphasis, particularly on words like 'paranoia,' 'crash,' and 'fan,' conveying alarming urgency. The speech rate is moderate to slightly slow, allowing for emphasis. His delivery projects concern and a warning about impending conflict.<ENDAUDCAP>
"
29xtZsTwdnM_1920x1080_full_video_020_B,videos/29xtZsTwdnM_1920x1080_full_video_020.mp4,audios/29xtZsTwdnM_1920x1080_full_video_020.wav,"0,0,1,1"," borderless, wild west community, and that's the hyper-connected and possibly increasingly pathological arson.","The person in the video has their arms crossed over their chest, with a watch on their left wrist. Their right arm remains relatively still, while their left hand makes slight upward and downward movements, seemingly adjusting their posture or making subtle gestures. The person says, <S> borderless, wild west community, and that's the hyper-connected and possibly increasingly pathological arson.<E> <AUDCAP>The speaker sounds like a mature male, likely middle-aged or older. His accent appears to be American, with clear enunciation. The pitch is moderately low and steady. His prosody is declarative and conversational, with a measured, normal speech rate. The tone is calm and analytical, conveying an explanatory demeanor without notable emotional inflection. The rhythm is unhurried, and the intonation is largely level, with slight rises expected for information delivery.<ENDAUDCAP>
"
28yw6ZOq7OI_1920x1080_full_video_015_A,videos/28yw6ZOq7OI_1920x1080_full_video_015.mp4,audios/28yw6ZOq7OI_1920x1080_full_video_015.wav,"0,0,1,1"," about turning 78 because his entire campaign message is Biden is old. But if Trump won at 78,","The person in the video has their left hand naturally hanging down while speaking, and their right hand shows noticeable movement changes during the speech. Initially, the right hand remains by their side of the body, then gradually lifts up and extends forward with the palm facing outward, as if emphasizing a point or explaining something. Following this, the right hand returns to its original position by the side of the body, then lifts up again and extends forward, with the palm facing upward and fingers slightly spread, possibly listing or demonstrating certain content. Throughout the entire process, the left hand remains by the side of the body without any significant movement. The person says, <S> about turning 78 because his entire campaign message is Biden is old. But if Trump won at 78,<E> <AUDCAP>The speaker is a male, likely middle-aged or older, with a mid-to-low pitched, authoritative voice. He speaks with a clear American accent and a confident, moderately fast rhythm. His prosody is declarative and emphasizes key words like ""Biden"" and ""old,"" conveying certainty and a cynical, observant emotion. The pacing is deliberate and articulate, with stressed syllables reinforcing the punchlines, reflecting a conversational yet pointed tone.<ENDAUDCAP>
"
2FTYsHxryqU_1920x1080_full_video_037_A,videos/2FTYsHxryqU_1920x1080_full_video_037.mp4,audios/2FTYsHxryqU_1920x1080_full_video_037.wav,"0,0,1,1"," capacity to haul all your favorite toys and space for eight passengers, this unshakable fortress will chew up and spit out anything you throw at it.","The person in the video moves their mouth with great precision and continuity while speaking. His left eye occasionally closes slightly, while his right eye remains open. The range of his mouth opening is not large, but it is clear to see the slight movement of his lips as he speaks. His head turns slightly to the right, seemingly engaging with the audience. The person says, <S> capacity to haul all your favorite toys and space for eight passengers, this unshakable fortress will chew up and spit out anything you throw at it.<E> <AUDCAP>A male speaker with a slightly low-pitched voice and a neutral American accent delivers the lines at a slow, measured pace. His prosody is even and deliberate, with clear syllabic stress for emphasis. The tone is confident and declarative, lacking strong emotional inflection. The speech is articulated cleanly and flows smoothly, resulting in an overall calm and authoritative delivery.<ENDAUDCAP>
"
2AFUBkjO0Wo_1920x1080_full_video_013_B,videos/2AFUBkjO0Wo_1920x1080_full_video_013.mp4,audios/2AFUBkjO0Wo_1920x1080_full_video_013.wav,"0,0,1,1", so that there's a chance at a lasting peace. We've helped get now more than 500 million COVID vaccine shots to people around the world on our way to 1.2 billion.,"The person in the video is seated on a blue sofa with their hands crossed in front of them. While speaking, his left hand slightly opens its fingers and then gradually closes, followed by another opening, seemingly to emphasize a point. His right hand initially rests in front of him before lifting up, with his fingers gently curved, as if making a gesture. Throughout the process, his hand movements are smooth and rhythmic, indicating that he is actively expressing his views. The person says, <S> so that there's a chance at a lasting peace. We've helped get now more than 500 million COVID vaccine shots to people around the world on our way to 1.2 billion.<E> <AUDCAP>A male speaker, likely middle-aged to older, delivers a statement with a moderate, steady pace and a clear, confident prosody. His accent is North American (General American), and his voice is medium-pitched and resonant. He speaks with a formal tone, enunciating clearly and maintaining a neutral, informative emotion throughout. The rhythm is regular, ending with slightly emphasized words for impact.<ENDAUDCAP>
"
2FHg1VhVFrk_720x480_full_video_056_A,videos/2FHg1VhVFrk_720x480_full_video_056.mp4,audios/2FHg1VhVFrk_720x480_full_video_056.wav,"0,0,1,1"," club, never been there. And the weekend after that I'll be in La Jolla. That is February 17th and 18th, La Jolla, California. And the weekend after that I'll be in La Jolla.","The person in the video is making very delicate mouth movements while speaking. He has white earphones on his left ear and similar ones on his right ear. It seems he is constantly adjusting the position of the earphones, gently touching the earphone wires with his left hand to ensure they are securely placed on his ears. At the same time, his mouth slightly opens and closes while speaking, indicating that he is actively expressing his views or telling a story. The person says, <S> club, never been there. And the weekend after that I'll be in La Jolla. That is February 17th and 18th, La Jolla, California. And the weekend after that I'll be in La Jolla.<E> <AUDCAP>The speaker is an adult male with a medium-pitched, mid-Atlantic US accent. His voice is clear and articulate, with a steady, moderate-paced rhythm. The prosody is even and informative, lacking dramatic stress or intonation shifts, indicating a presentational or explanatory focus. His delivery is calm, neutral, and professional, projecting confidence and clarity. The speech is articulated at a conversational yet efficient pace, neither rushed nor overly slow.<ENDAUDCAP>
"
26o59I4NzoY_1920x1080_full_video_014_A,videos/26o59I4NzoY_1920x1080_full_video_014.mp4,audios/26o59I4NzoY_1920x1080_full_video_014.wav,"0,0,1,1", And the answer to that question of where do I place my attention now is settle in to what it feels like to be here and then place my attention out here.,"The person in the video performed a series of complex actions with both hands. His right hand initially raised, with fingers spread out, then gradually bent inward, palm facing up, as if emphasizing a point or explaining a concept. Following this, he lowered his right hand and his left hand began to move, with fingers spread out and palm facing down, seemingly making a gesture, possibly to emphasize another point or explain another concept. Subsequently, his left hand was raised again, with fingers spread out and palm facing up, contrasting with the action of his right hand. Finally, he lowered both hands simultaneously, palms facing down, as if concluding the sequence of gestures. Throughout the process, his movements were smooth and coherent, demonstrating his focus and enthusiasm in expressing himself. The person says, <S> And the answer to that question of where do I place my attention now is settle in to what it feels like to be here and then place my attention out here.<E> <AUDCAP>A male speaker with a low-pitched, resonant voice, likely middle-aged or older, speaks in a slow, deliberate manner. His accent is General American English. His prosody is marked by a calm, steady rhythm, with distinct pauses and a contemplative intonation that slopes downwards. The speaker conveys a sense of tranquility and focus, almost meditative, with a normal, unhurried speech rate. The audio is clear and free of background noise.<ENDAUDCAP>
"
2Fs9xBTPhX4_1920x1080_full_video_190_A,videos/2Fs9xBTPhX4_1920x1080_full_video_190.mp4,audios/2Fs9xBTPhX4_1920x1080_full_video_190.wav,"0,0,1,1"," include they're the party that wants to protect social security and medicare and the republicans want to gut it. And like the substance of it, the democrats should be competitive.","The person in the video occasionally raises their left hand, with fingers slightly curved, seemingly to emphasize a point or make a gesture. The right hand remains relatively still, occasionally making slight movements, possibly adjusting their posture or fine-tuning the microphone's position. Overall, her movements appear natural and fluid, matching the content of her speech. The person says, <S> include they're the party that wants to protect social security and medicare and the republicans want to gut it. And like the substance of it, the democrats should be competitive.<E> <AUDCAP>A female speaker with a medium pitch and a standard American accent delivers her lines at a fast, energetic pace. Her prosody is dynamic and emphatic, featuring varied intonation and clear stress on key words, suggesting passion and strong conviction. Her tone is assertive and highly engaged, conveying urgency. The speech rate is notably quick, indicating she is relaying information rapidly. The overall impression is of a focused, determined, and confident communicator.<ENDAUDCAP>
"
29xtZsTwdnM_1920x1080_full_video_137_A,videos/29xtZsTwdnM_1920x1080_full_video_137.mp4,audios/29xtZsTwdnM_1920x1080_full_video_137.wav,"0,0,1,1", Corporate digital data companies know a highly high their job is to know as much about us as possible and then to target us with information to make us more effective.,"The person in the video is seated on a chair, leaning slightly forward. His right hand shows noticeable movement changes while speaking. Initially, his right hand fingers are spread out, palm facing up, as if emphasizing a point. Then, he lowers his hand, with natural finger curvature and palm facing down. Next, his right hand rises again, fingers spread out, palm facing up, seemingly further elaborating a point. Finally, he lowers his hand once more, with natural finger curvature and palm facing down. Throughout the process, his left hand remains relatively still, occasionally making slight movements. The person says, <S> Corporate digital data companies know a highly high their job is to know as much about us as possible and then to target us with information to make us more effective.<E> <AUDCAP>A male speaker with a medium pitch and a standard North American accent speaks at a normal, deliberate pace. His tone is calm and even, with a measured, informative prosody and moderate intonation. The emotional affect is neutral and serious. Vocal quality suggests a speaker likely in his 30s or 40s. The delivery is clear and steady, with consistent stress, indicative of a factual presentation rather than emotional commentary.<ENDAUDCAP>
"
26jkakXYH1I_1920x1080_full_video_288_B,videos/26jkakXYH1I_1920x1080_full_video_288.mp4,audios/26jkakXYH1I_1920x1080_full_video_288.wav,"0,0,1,1"," Yeah, and if I'm a part of your awards program, all them snacks on that tray, I can f***ing touch it Proper Extension.","The person in the video is sitting on a gray sofa, slightly leaning to the left. His hands are moving in the air; his left hand extends outward from his chest with the palm facing up and then moves downward to the right, fingers spread out. Next, his right hand extends forward from the right side of his body with the palm facing down and fingers spread out, then moves downward to the left, palm facing up and fingers spread out. Finally, both hands extend outward to the sides of his body with the palms facing down and fingers spread out. Throughout the process, his arm and hand movements are smooth and forceful. The person says, <S> Yeah, and if I'm a part of your awards program, all them snacks on that tray, I can f***ing touch it Proper Extension.<E> <AUDCAP>A male speaker, likely a young to middle-aged adult, delivers the clip rapidly and casually. His accent is contemporary American, and his tone is assertive and emphatic, marked by slight sarcasm. The pitch is in the medium range with rising, questioning inflections towards the end. The speech rate is fast, characterized by informal, almost spontaneous prosody with a sharp emphasis on ""touch."" The content and delivery express lighthearted frustration or playful disapproval.<ENDAUDCAP>
"
269Ojfg5xMs_1280x720_full_video_008_B,videos/269Ojfg5xMs_1280x720_full_video_008.mp4,audios/269Ojfg5xMs_1280x720_full_video_008.wav,"0,0,1,1"," Oh, said Shadow, it's good to have someone to blame. He drove the car out onto the road.","The person in the video is seated on a chair, holding a book with both hands, with his left thumb gently sliding over the pages while his right hand firmly supports the bottom of the book. His gaze is fixed intently on the page, occasionally lifting his head slightly as if he is thinking or preparing for the next line of dialogue. His right arm naturally rests on the backrest of the chair, maintaining his body's stability. The person says, <S> Oh, said Shadow, it's good to have someone to blame. He drove the car out onto the road.<E> <AUDCAP>A male speaker, estimated between 40-60 years old, speaks with a clear British accent. His voice is of medium pitch and his delivery is slow and deliberate, with a dry, understated tone. Proseulishly expressive, marked by pauses between sentences. The prosody is fairly monotonous in rhythm, but intonation rises slightly at the end of the first sentence, suggesting a witty, self-aware emotion. He speaks deliberately, at a noticeably slow pace, emphasizing his words.<ENDAUDCAP>
"
2FEvLaApGz8_1920x1080_full_video_096_B,videos/2FEvLaApGz8_1920x1080_full_video_096.mp4,audios/2FEvLaApGz8_1920x1080_full_video_096.wav,"0,0,1,1"," It's the first marked internalization of the notion of the deity, is that whatever the highest deity is, it's not a deity.","The person in the video initially holds a blue pen in their right hand, gripping it gently with their fingers. Subsequently, he places the pen in his left hand and begins to make a series of gestures with his right hand. His left hand first lifts slightly, then spreads its fingers, seemingly emphasizing a point. Following this, his left hand continues to make a series of gestures, including bending and spreading his fingers, as if explaining or illustrating a concept.

Then, his right hand also joins in, making a series of gestures alongside his left hand. His right hand first lifts slightly, then spreads its fingers, seemingly emphasizing a point. After that, his right hand continues to make a series of gestures, including bending and spreading his fingers, as if explaining or illustrating a concept. Throughout the process, his hand movements are smooth and forceful, indicating that he is engaged in an in-depth discussion or speech. The person says, <S> It's the first marked internalization of the notion of the deity, is that whatever the highest deity is, it's not a deity.<E> <AUDCAP>A male speaker, likely middle-aged, speaks in accented English. His voice has a medium-low pitch and a measured, deliberate pace. His prosody is relatively flat and even, creating a serious, academic tone. He articulates clearly with significant stress on key words such as 'first,' 'marked,' and 'internalization.' His delivery is passionate and insightful, conveying intellectual engagement without notable variation in emotion, maintaining a consistent, insightful cadence throughout the sentence.<ENDAUDCAP>
"
26jkakXYH1I_1920x1080_full_video_042_B,videos/26jkakXYH1I_1920x1080_full_video_042.mp4,audios/26jkakXYH1I_1920x1080_full_video_042.wav,"0,0,1,1", the first time I've been to the gym at 6am since I was like 17.,"The person in the video is seated on a gray sofa with both hands moving in the air, seemingly emphasizing a point or explaining something. His left hand starts from the left side of his body and extends upwards with the palm facing up and fingers spread out. It then gradually moves to the right, with the palm facing down and fingers slightly curved. Next, his right hand starts from the right side of his body and extends upwards with the palm facing up and fingers spread out. It then gradually moves to the left, with the palm facing down and fingers slightly curved. Following this, his hands simultaneously lower to the sides of his body with palms facing down and fingers naturally curved. Finally, his hands lift again; his left hand starts from the left side of his body and extends upwards with the palm facing up and fingers spread out. It then gradually moves to the right, with the palm facing down and fingers slightly curved. Throughout the entire process, his movements are smooth and forceful, indicating that he is actively expressing an emotion or idea. The person says, <S> the first time I've been to the gym at 6am since I was like 17.<E> <AUDCAP>A male speaker with a medium-pitched voice and a North American accent speaks with moderate speed and a conversational prosody. His tone is matter-of-fact and energetic, conveying a sense of recollection. He sounds like an adult in his 20s or 30s. The delivery is clear and articulate.<ENDAUDCAP>
"
2Ait0WaCNCw_1920x1080_full_video_185_B,videos/2Ait0WaCNCw_1920x1080_full_video_185.mp4,audios/2Ait0WaCNCw_1920x1080_full_video_185.wav,"0,0,1,1"," And women, I think, think because that spontaneous desire is gone and they don't feel like sex, it just doesn't come out of the blue unless they start having it.","The person in the video is seated behind a table, facing the camera. Her hands move continuously while speaking, demonstrating rich body language. Initially, her left hand slightly raises and then extends to the right and upward, before returning to its original position. Subsequently, her right hand follows a similar motion, starting with a slight raise, extending to the left and upward, and finally returning to its original position. Throughout the process, her fingers rhythmically open and close, seemingly emphasizing certain points or explaining a concept. The person says, <S> And women, I think, think because that spontaneous desire is gone and they don't feel like sex, it just doesn't come out of the blue unless they start having it.<E> <AUDCAP>A female speaker, perceived as middle-aged, delivers a conversational explanation in standard British English. Her voice has a medium pitch with slight variations in intonation that create a natural, connected rhythm. Her prosody is moderate, with no strong emphasis or marked pauses, suggesting a calm, informative tone without notable emotion. The speech rate is normal and steady, consistent with objective, explanatory dialogue.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_273_B,videos/29n0WG317tM_1920x1080_full_video_273.mp4,audios/29n0WG317tM_1920x1080_full_video_273.wav,"0,0,1,1"," manipulating these lights in the lab. And so like the sweating Japanese soldiers, this is a great example of early life plasticity and just the sort of","The person in the video is seated at a table, with their right hand moving in the air, seemingly emphasizing a point or explaining something. Their left hand remains on the table, maintaining a relatively static position. As the video progresses, the movement of their right hand gradually slows down and eventually stops in mid-air, with their fingers slightly curled. The person says, <S> manipulating these lights in the lab. And so like the sweating Japanese soldiers, this is a great example of early life plasticity and just the sort of<E> <AUDCAP>The speaker is a middle-aged or older adult male with a clear North American accent. His voice has a medium-low pitch. The prosody is even and measured, with a moderate pace, suggesting a calm and thoughtful demeanor. There is no notable emotional inflection, conveying a neutral and informative tone.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_302_B,videos/29n0WG317tM_1920x1080_full_video_302.mp4,audios/29n0WG317tM_1920x1080_full_video_302.wav,"0,0,1,1", This gene is expressed in cells in all parts of the body doing all kinds of things. Earwax is just something that we notice. Genes don't cook.,"The person in the video makes various hand gestures with their left hand while speaking. Initially, his left palm is facing upwards and his fingers are slightly spread apart, as if emphasizing a point. Then, he lowers his hand, with the palm facing downwards and his fingers slightly curved, possibly to explain or illustrate a concept. Next, he raises his left hand again, this time with the palm facing downwards and his fingers pointing downward, seemingly indicating a direction or object. Finally, he lowers his hand, with the palm facing upwards and his fingers naturally extended, perhaps to conclude a sentence or express a summary. Throughout the process, his movements are smooth and rhythmic, indicating that he is giving a well-organized speech or discussion. The person says, <S> This gene is expressed in cells in all parts of the body doing all kinds of things. Earwax is just something that we notice. Genes don't cook.<E> <AUDCAP>A mature male speaker with a North American accent delivers the lines at a measured, academic pace. His voice is in the medium pitch range with clear articulation. The prosody is consistent and slightly monotonous, exhibiting a deliberate rhythm suitable for lecturing. He expresses a neutral, informative tone free of emotional coloring. Each word is given equal emphasis, creating a steady, almost didactic cadence throughout the short clip.<ENDAUDCAP>
"
29n0WG317tM_1920x1080_full_video_202_B,videos/29n0WG317tM_1920x1080_full_video_202.mp4,audios/29n0WG317tM_1920x1080_full_video_202.wav,"0,0,1,1"," Yeah, it is. It absolutely is a paired association and it's something that goes on continually through your life, right? I mean, lots of people, for example, have some sort of","The person in the video is seated at a table, slightly leaning to the right. His right hand rests on the table with his fingers relaxed. His left hand is placed on his left side, with his arm slightly raised and palm facing downward. His head is slightly moving from side to side, and his eyes are directed towards the right side of the frame. His mouth is open, suggesting that he is speaking or expressing some emotion. The person says, <S> Yeah, it is. It absolutely is a paired association and it's something that goes on continually through your life, right? I mean, lots of people, for example, have some sort of<E> <AUDCAP>An older adult male with a North American accent speaks in an informative, thoughtful tone. His pitch is in the moderate-low range, and his prosody is even with natural intonation. He speaks at a deliberate, moderate pace, articulating his words clearly. The emotion conveyed is neutral and analytical.<ENDAUDCAP>
"
2BxltoZS_Xo_1920x1080_full_video_033_A,videos/2BxltoZS_Xo_1920x1080_full_video_033.mp4,audios/2BxltoZS_Xo_1920x1080_full_video_033.wav,"0,0,1,1"," I don't care what you look like naturally. You can make an effort and come across as more attractive than you are. And I don't want to, it's like, she's very open about it.","The person in the video frequently uses various hand gestures while speaking. Her left hand initially rests on the table, then raises it with the palm facing up and fingers spread out, seemingly emphasizing a point. Following this, she lowers her left hand and raises her right hand, also with the palm facing up and fingers spread out, mirroring the movement of her left hand. She then lowers her right hand and raises her left hand again, with the same gesture. Finally, she lowers her left hand and raises her right hand, with the palm facing up and fingers spread out, maintaining continuity with previous actions. Throughout the process, her arm and hand movements are smooth and forceful, indicating confidence and enthusiasm in expressing her views. The person says, <S> I don't care what you look like naturally. You can make an effort and come across as more attractive than you are. And I don't want to, it's like, she's very open about it.<E> <AUDCAP>A female speaker, likely middle-aged, speaks in clear American English with a standard accent. Her pitch is mid-range with expressive rises and falls. Her prosody is animated, using varied stress and rhythm to emphasize points during normal-paced speech. She sounds confident and opinionated, conveying assertiveness and a didactic tone as she explains her viewpoint.<ENDAUDCAP>
"
2FHOdOIfqe0_1920x1080_full_video_034_A,videos/2FHOdOIfqe0_1920x1080_full_video_034.mp4,audios/2FHOdOIfqe0_1920x1080_full_video_034.wav,"0,0,1,1"," You're working very hard, maybe you're going to be having some average goals and you're working 60 hours a week, but if you want to speed it up. You've got average goals, but work 80 hours a week.","The person in the video uses his right hand to hold a chalk and writes on the blackboard. His left hand hangs naturally, maintaining stability. He first points the chalk at the words ""Effort But Unclear"" on the blackboard, then moves the chalk to the phrase ""Alignment must,"" followed by pointing it at ""Cleus But Lazy."" Subsequently, he moves the chalk to ""Big Goals,"" during which his head slightly turns to the right and his eyes look at the blackboard. Throughout the process, his arm movements are smooth and purposeful, indicating his focus and confidence while explaining. The person says, <S> You're working very hard, maybe you're going to be having some average goals and you're working 60 hours a week, but if you want to speed it up. You've got average goals, but work 80 hours a week.<E> <AUDCAP>A male speaker, sounding middle-aged, delivers a motivational message with a standard American accent. His voice has a medium-low pitch and steady rhythm. The prosody is assertive, with clear stress and consistent intonation, suggesting confidence. He speaks at a fast pace, conveying urgency. The speaker's emotion is motivating and instructive, with a tone that is direct and goal-oriented, focusing on work ethic and accelerated results.<ENDAUDCAP>
"
2DwGODA2t9I_1920x1080_full_video_011_A,videos/2DwGODA2t9I_1920x1080_full_video_011.mp4,audios/2DwGODA2t9I_1920x1080_full_video_011.wav,"0,0,1,1", means f***ing it up.,"The person in the video is seated on a black chair with their legs crossed and both hands resting naturally on their knees. As the video progresses, his right leg slightly lifts while his left leg remains in place. Then, he lowers his right leg and gently crosses his hands over his knees. Following that, he raises his right leg again, this time moving it slightly backward. Finally, he returns his right leg to its original position and re-crosses his hands over his knees. Throughout the entire process, his movements are smooth and natural, indicating a relaxed state. The person says, <S> means f***ing it up.<E> <AUDCAP>A male voice, likely middle-aged, speaks with a clear British accent and a jovial, animated tone. His pitch is mid-range with some playful variation. The prosody is conversational and informal, emphasizing certain words like ""right pig's ear"" for comedic effect. He speaks at a moderate-to-fast pace, enunciating clearly with slightly exaggerated vowel sounds. The overall emotion is lighthearted amusement, delivering a stand-up comedic routine or anecdote in a relaxed, engaging manner. The audio quality is clean with minimal background noise.<ENDAUDCAP>
"
